血統登録番号,馬名,父正規名,母父正規名,母母父正規名,枝1_父ブロック_父父,枝2_父ブロック_母父,枝3_父ブロック_母母父,枝4_母父ブロック_父父,枝5_母父ブロック_母父,枝6_母父ブロック_母母父,枝7_母母父ブロック_父父,枝8_母母父ブロック_母父,枝9_母母父ブロック_母母父,現代馬9枝シグネチャ
2017105994,ペプチドサクラ,キズナ,サクラバクシンオー,ステイールハート,地,バ,極,地,極,極,極,極,極,地・バ・極｜地・極・極｜極・極・極
2017105518,ピクチャーポーズ,ロードカナロア,フジキセキ,Halling,地,地,地,極,極,極,地,極,極,地・地・地｜極・極・極｜地・極・極
2015104994,ミレフォリウム,ルーラーシップ,ネオユニヴァース,Cape Cross,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2016109110,ストラトフォード,ゼンノロブロイ,シンボリクリスエス,ノーザンテースト,極,極,地,極,極,バ,地,極,極,極・極・地｜極・極・バ｜地・極・極
2015102218,サンレイファミリー,スズカフェニックス,フレンチデピュティ,Danzig,極,極,地,バ,極,極,地,極,地,極・極・地｜バ・極・極｜地・極・地
2016104481,サルトアトランテ,ゴールドアリュール,キングカメハメハ,Boundary,極,極,地,極,地,地,地,バ,極,極・極・地｜極・地・地｜地・バ・極
2016101229,トミケンハミシャ,サウスヴィグラス,アフリート,Nureyev,地,地,地,極,極,極,地,極,極,地・地・地｜極・極・極｜地・極・極
2016102126,タイキデセーオ,ストロングリターン,フジキセキ,ジェイドロバリー,極,地,バ,極,極,極,極,極,極,極・地・バ｜極・極・極｜極・極・極
2016105963,ビートマジック,ストロングリターン,スウェプトオーヴァーボード,トニービン,極,地,バ,地,地,地,極,極,極,極・地・バ｜地・地・地｜極・極・極
2015101529,パワーアッシュ,シニスターミニスター,バブルガムフェロー,アフリート,バ,極,地,極,極,極,極,極,極,バ・極・地｜極・極・極｜極・極・極
2015100188,スパニッシュフライ,バゴ,アグネスデジタル,Halo,極,極,極,極,極,極,極,極,バ,極・極・極｜極・極・極｜極・極・バ
2013105556,シトラスクーラー,ゼンノロブロイ,アサティス,カツラギエース,極,極,地,地,極,地,極,極,極,極・極・地｜地・極・地｜極・極・極
2017102383,ロードセッション,ジャスタウェイ,Storm Cat,Sauce Boat,地,地,バ,地,極,極,地,極,極,地・地・バ｜地・極・極｜地・極・極
2017100541,アスターマリンバ,ネオユニヴァース,More Than Ready,Distorted Humor,極,極,地,極,地,極,極,極,バ,極・極・地｜極・地・極｜極・極・バ
2017104698,ジロー,キズナ,Fusaichi Pegasus,Mr. Leader,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2017103793,ヒシタイザン,トーセンホマレボシ,ブライアンズタイム,ホワイトマズル,地,バ,極,極,極,地,バ,極,地,地・バ・極｜極・極・地｜バ・極・地
2017105081,チェインストーリー,カジノドライヴ,ゴールドアリュール,エリシオ,バ,極,極,極,極,地,地,極,極,バ・極・極｜極・極・地｜地・極・極
2017105044,シュテルクスト,ノヴェリスト,ディープインパクト,Danehill,極,地,地,極,極,地,地,バ,地,極・地・地｜極・極・地｜地・バ・地
2017105096,シゲルカセイ,タートルボウル,サンデーサイレンス,Alzao,地,バ,極,極,極,極,地,極,極,地・バ・極｜極・極・極｜地・極・極
2017105080,ラマトリス,クロフネ,サンデーサイレンス,El Basco,地,極,極,極,極,極,極,極,極,地・極・極｜極・極・極｜極・極・極
2017103874,ゲンパチマイティー,スマートファルコン,Honour and Glory,Seattle Slew,地,地,極,極,極,極,極,極,極,地・地・極｜極・極・極｜極・極・極
2017104699,イーベンホルツ,ゴールドアリュール,A.P. Indy,Norquestor,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2015104779,フィニフティ,ディープインパクト,クロフネ,Seeking the Gold,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2012103376,プレミオテーラー,ステイゴールド,Singspiel,Mujtahid,極,極,極,地,バ,極,極,極,極,極・極・極｜地・バ・極｜極・極・極
2016110015,チャチャチャ,Daiwa Major,Dubai Destination,Singspiel,極,極,地,極,地,地,地,バ,極,極・極・地｜極・地・地｜地・バ・極
2015104610,リンディーホップ,ハーツクライ,Sri Pekan,Fabulous Dancer,極,極,地,極,極,極,地,極,極,極・極・地｜極・極・極｜地・極・極
2016104349,アンドラステ,オルフェーヴル,Dynaformer,Monsun,地,極,地,極,極,地,極,極,極,地・極・地｜極・極・地｜極・極・極
2016104776,モアナアネラ,キングカメハメハ,ディープインパクト,Bertolini,極,地,地,極,極,地,地,バ,極,極・地・地｜極・極・地｜地・バ・極
2016105136,サヴォワールエメ,ダイワメジャー,Pivotal,Baillamont,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2015104159,パルクデラモール,ディープインパクト,Privately Held,Septieme Ciel,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2014102190,コーカス,ストリートセンス,Diktat,Shirley Heights,極,地,極,バ,極,極,極,極,極,極・地・極｜バ・極・極｜極・極・極
2015110002,ディライトプロミス,Lemon Drop Kid,Salt Lake,Capote,極,地,地,バ,極,極,極,極,極,極・地・地｜バ・極・極｜極・極・極
2016103202,ハンターバレー,スズカフェニックス,アフリート,Grand Lodge,極,極,地,極,極,極,地,極,極,極・極・地｜極・極・極｜地・極・極
2015102790,ドリームスピリット,ディープブリランテ,ジェイドロバリー,Silver Hawk,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2016105305,フラッシングジェム,エイシンフラッシュ,アグネスタキオン,Danehill,地,地,地,極,極,地,地,バ,地,地・地・地｜極・極・地｜地・バ・地
2016100559,ミトノマルーン,ロードカナロア,ヘクタープロテクター,Assert,地,地,地,極,極,極,地,地,極,地・地・地｜極・極・極｜地・地・極
2016104641,シーオブザムーン,ブラックタイド,エリシオ,Storm Bird,極,極,地,地,極,極,地,極,極,極・極・地｜地・極・極｜地・極・極
2017100088,ツクバマサカド,ルーラーシップ,ダイワメジャー,Gulch,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2017101382,キョウワファントム,フェノーメノ,キングヘイロー,Mr. Prospector,地,極,地,バ,極,極,極,バ,極,地・極・地｜バ・極・極｜極・バ・極
2017104192,アリシア,キズナ,Capote,Fabulous Dancer,地,バ,極,極,極,極,地,極,極,地・バ・極｜極・極・極｜地・極・極
2017105622,ハワイアンムーン,キングカメハメハ,ディープインパクト,Green Tune,極,地,地,極,極,地,バ,極,極,極・地・地｜極・極・地｜バ・極・極
2017104153,ワイルドブリット,ナカヤマフェスタ,サツカーボーイ,コマンダーインチーフ,地,極,地,極,極,極,バ,極,極,地・極・地｜極・極・極｜バ・極・極
2017101841,バースデーギフト,タートルボウル,Redoute's Choice,Sunday Silence,地,バ,極,地,地,極,極,極,極,地・バ・極｜地・地・極｜極・極・極
2017101411,エリーストーム,トゥザワールド,シンボリクリスエス,Woodman,地,地,地,極,極,バ,極,極,極,地・地・地｜極・極・バ｜極・極・極
2017100060,ヴォールヴィコント,フェノーメノ,メジロライアン,アフリート,地,極,地,地,極,極,極,極,極,地・極・地｜地・極・極｜極・極・極
2017103387,ロナウド,ワールドエース,ストーミングホーム,Blushing Groom,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2017104938,クッキーショット,キングカメハメハ,サンデーサイレンス,Law Society,極,地,地,極,極,極,極,極,極,極・地・地｜極・極・極｜極・極・極
2017100016,ブラックリスト,アドマイヤムーン,オペラハウス,Private Terms,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2017105101,リンドブラッド,ディープインパクト,Unusual Heat,Crested Wave,極,極,地,地,地,極,極,地,バ,極・極・地｜地・地・極｜極・地・バ
2017101679,ヴィクトリーナイト,キングズベスト,エイシンサンディ,メジロテイターン,極,地,地,極,極,バ,極,バ,極,極・地・地｜極・極・バ｜極・バ・極
2017105142,ネイプルスイエロー,サンカルロ,サンデーサイレンス,Silver Deputy,極,地,バ,極,極,極,バ,極,極,極・地・バ｜極・極・極｜バ・極・極
2017102945,アルマイナンナ,ダンカーク,ダイワメジャー,Cozzene,極,極,地,極,極,地,極,極,極,極・極・地｜極・極・地｜極・極・極
2017102503,ジュウワンエース,キズナ,カーネギー,Silver Hawk,地,バ,極,地,極,極,極,極,極,地・バ・極｜地・極・極｜極・極・極
2017105976,アレグリアシチー,ジャスタウェイ,ロックオブジブラルタル,サクラユタカオー,地,地,バ,地,地,極,極,地,極,地・地・バ｜地・地・極｜極・地・極
2017105235,レヴィオーサ,キングカメハメハ,ディープインパクト,Machiavellian,極,地,地,極,極,地,極,極,極,極・地・地｜極・極・地｜極・極・極
2017104847,キラークイーン,マジェスティックウォリアー,アグネスタキオン,クリミナルタイプ,極,極,極,極,極,地,極,極,極,極・極・極｜極・極・地｜極・極・極
2017103459,ブラックアモーレ,ブラックタイド,Fusaichi Pegasus,Storm Cat,極,極,地,極,極,極,地,極,極,極・極・地｜極・極・極｜地・極・極
2017102442,ライクリーブルーム,ハービンジャー,スペシャルウィーク,Miswaki,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2017106429,サンデープリンセス,キズナ,キングカメハメハ,スペシャルウィーク,地,バ,極,極,地,地,極,極,地,地・バ・極｜極・地・地｜極・極・地
2017104769,チャンチキ,オルフェーヴル,Efisio,Goldneyev,地,極,地,地,極,極,地,地,極,地・極・地｜地・極・極｜地・地・極
2016105162,ピエナモネ,シンボリクリスエス,クロフネ,サンデーサイレンス,極,極,バ,地,極,極,極,極,極,極・極・バ｜地・極・極｜極・極・極
2016103103,ブラックワンダー,ネオユニヴァース,シンボリクリスエス,Danzig,極,極,地,極,極,バ,地,極,地,極・極・地｜極・極・バ｜地・極・地
2016100955,キコクイーン,スクリーンヒーロー,シンボリクリスエス,Caerleon,バ,地,地,極,極,バ,地,極,極,バ・地・地｜極・極・バ｜地・極・極
2014106130,バレーロ,ヴィクトワールピサ,Gone West,Slewpy,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2014100235,ソッサスブレイ,コンデュイット,スペシャルウィーク,ジェイドロバリー,地,極,極,極,極,地,極,極,極,地・極・極｜極・極・地｜極・極・極
2014103000,メイショウミズカゼ,メイショウボーラー,メイショウオウドウ,ジェイドロバリー,バ,バ,地,極,極,地,極,極,極,バ・バ・地｜極・極・地｜極・極・極
2015106471,ジャスパーゲラン,フレンチデピュティ,リアルシヤダイ,シエイデイハイツ,バ,極,極,極,極,極,バ,極,極,バ・極・極｜極・極・極｜バ・極・極
2014106040,レジェンドセラー,ルーラーシップ,スペシャルウィーク,ヘクタープロテクター,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2017105739,デスマッチヤンキー,マジェスティックウォリアー,フジキセキ,アンシエントタイム,極,極,極,極,極,極,地,極,極,極・極・極｜極・極・極｜地・極・極
2017105652,ロワシャンパーニュ,キングカメハメハ,ゼンノロブロイ,Giant's Causeway,極,地,地,極,極,地,地,極,極,極・地・地｜極・極・地｜地・極・極
2017100206,ロードファビュラス,スマートファルコン,エンドスウィープ,Cozzene,地,地,極,極,極,極,極,極,極,地・地・極｜極・極・極｜極・極・極
2017105328,サンラディウス,カジノドライヴ,サンデーサイレンス,ノーザンテースト,バ,極,極,極,極,極,地,極,極,バ・極・極｜極・極・極｜地・極・極
2016110078,アメリカンソレイユ,Tapit,Distorted Humor,Citidancer,バ,極,極,極,極,バ,地,地,極,バ・極・極｜極・極・バ｜地・地・極
2016100762,マイネルナイペス,タイムパラドックス,カコイーシーズ,アサティス,極,地,極,極,極,極,地,極,地,極・地・極｜極・極・極｜地・極・地
2016106531,テイエムイブシギン,エスポワールシチー,パントレセレブル,Cozzene,地,地,極,地,地,極,極,極,極,地・地・極｜地・地・極｜極・極・極
2016100669,リライト,スウェプトオーヴァーボード,サンデーサイレンス,クラウンドプリンス,地,地,地,極,極,極,極,バ,極,地・地・地｜極・極・極｜極・バ・極
2014110052,ワンダーセトラ,Super Saver,Seattle Slew,Quack,極,極,極,極,極,極,地,極,極,極・極・極｜極・極・極｜地・極・極
2016100924,アヴォンリー,ヘニーヒューズ,メジロライアン,カコイーシーズ,地,バ,極,地,極,極,極,極,極,地・バ・極｜地・極・極｜極・極・極
2016101580,スカイポート,メイショウボーラー,Grand Slam,Miswaki,バ,バ,地,極,極,極,極,極,極,バ・バ・地｜極・極・極｜極・極・極
2016100242,ウインアイルビータ,アイルハヴアナザー,フジキセキ,Nijinsky,地,バ,地,極,極,極,地,極,バ,地・バ・地｜極・極・極｜地・極・バ
2016104192,エムオールビー,エムオーウイナー,サンデーサイレンス,スイフトスワロー,地,地,極,極,極,極,地,極,地,地・地・極｜極・極・極｜地・極・地
2014104301,モアナブルー,ローエングリン,フジキセキ,ノーザンテースト,地,極,極,極,極,極,地,極,極,地・極・極｜極・極・極｜地・極・極
2016105983,イッツザファースト,ダンカーク,アドマイヤジャパン,タイキシャトル,極,極,地,極,極,地,極,極,極,極・極・地｜極・極・地｜極・極・極
2014104068,トーホウレジーナ,キングズベスト,チーフベアハート,General Assembly,極,地,地,地,極,極,極,極,極,極・地・地｜地・極・極｜極・極・極
2014101006,タケデンサンダー,グラスワンダー,ファルブラヴ,サンデーサイレンス,極,バ,極,地,極,地,極,極,極,極・バ・極｜地・極・地｜極・極・極
2016101757,リンノティアラ,ゴールドアリュール,ヨハネスブルグ,アグネスタキオン,極,極,地,地,バ,極,極,極,地,極・極・地｜地・バ・極｜極・極・地
2014105813,コンピレーション,ファルブラヴ,サクラバクシンオー,サンデーサイレンス,地,極,地,地,極,極,極,極,極,地・極・地｜地・極・極｜極・極・極
2016102380,ハギノオムイデアル,クロフネ,キングカメハメハ,ダンスインザダーク,地,極,極,極,地,地,極,極,極,地・極・極｜極・地・地｜極・極・極
2016102167,メイショウイフウ,アイルハヴアナザー,ダンスインザダーク,クリスタルグリツターズ,地,バ,地,極,極,極,極,極,極,地・バ・地｜極・極・極｜極・極・極
2016105007,ポートロイヤル,キングカメハメハ,スペシャルウィーク,Alydar,極,地,地,極,極,地,極,バ,極,極・地・地｜極・極・地｜極・バ・極
2016100279,ベルジュネス,ロージズインメイ,ネオユニヴァース,トニービン,バ,極,極,極,極,地,極,極,極,バ・極・極｜極・極・地｜極・極・極
2016100842,トラストシンゲン,ジャスタウェイ,フレンチデピュティ,サンダーガルチ,地,地,バ,バ,極,極,極,地,極,地・地・バ｜バ・極・極｜極・地・極
2015105923,ライトカラカゼ,キングヘイロー,サツカーボーイ,サウスアトランテイツク,バ,極,極,極,極,極,極,極,極,バ・極・極｜極・極・極｜極・極・極
2015103983,メイショウカクウン,サクラオールイン,シャンハイ,ミルジヨージ,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2016104253,ウィッチクラフト,ゴールドアリュール,Lord Avie,Exuberant,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2015100557,ラヴベローナ,ヴィクトワールピサ,トワイニング,シンボリルドルフ,地,地,地,極,極,極,極,極,地,地・地・地｜極・極・極｜極・極・地
2016103291,レシプロケイト,ダイワメジャー,Distorted Humor,Seattle Slew,極,極,地,極,極,バ,極,極,極,極・極・地｜極・極・バ｜極・極・極
2013101965,オンザロックス,サムライハート,ティンバーカントリー,Danzig,極,極,地,極,極,地,地,極,地,極・極・地｜極・極・地｜地・極・地
2014110029,マラードザレコード,Pivotal,Invincible Spirit,Woodman,地,極,極,地,極,極,極,極,極,地・極・極｜地・極・極｜極・極・極
2016102182,エルモンストロ,ルーラーシップ,アグネスタキオン,Deputy Minister,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2013105382,シアーライン,キンシャサノキセキ,エリシオ,Woodman,地,極,極,地,極,極,極,極,極,地・極・極｜地・極・極｜極・極・極
2014102973,メイショウギガース,メイショウボーラー,グラスワンダー,Silver Deputy,バ,バ,地,極,バ,極,バ,極,極,バ・バ・地｜極・バ・極｜バ・極・極
2014110107,アスタースウィング,Haynesfield,Wild Again,Mr. Prospector,地,地,極,地,極,極,極,バ,極,地・地・極｜地・極・極｜極・バ・極
2014104427,ヴォーガ,キャプテントゥーレ,Giant's Causeway,Cure the Blues,地,極,バ,地,極,極,極,極,極,地・極・バ｜地・極・極｜極・極・極
2014104418,スズカグラーテ,サウスヴィグラス,スペシャルウィーク,Winning,地,地,地,極,極,地,地,極,バ,地・地・地｜極・極・地｜地・極・バ
2016103108,ウォータースペース,ブラックタイド,キングカメハメハ,A.P. Indy,極,極,地,極,地,地,極,極,極,極・極・地｜極・地・地｜極・極・極
2014103582,メイショウマトイ,ヴィクトワールピサ,アフリート,Nijinsky,地,地,地,極,極,極,地,極,バ,地・地・地｜極・極・極｜地・極・バ
2014105090,ベルエスメラルダ,カジノドライヴ,ブライアンズタイム,トニービン,バ,極,極,極,極,地,極,極,極,バ・極・極｜極・極・地｜極・極・極
2016102269,ワンダーエカルテ,クロフネ,ジェネラス,キンググローリアス,地,極,極,バ,極,極,極,極,極,地・極・極｜バ・極・極｜極・極・極
2015104440,オデュッセイア,ヴィクトワールピサ,トニービン,リアルシヤダイ,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2016101704,セイウンオフロード,リーチザクラウン,マヤノトップガン,ノーザンテースト,地,バ,地,極,地,極,地,極,極,地・バ・地｜極・地・極｜地・極・極
2015105433,ハイエストクイーン,シンボリクリスエス,クロフネ,Be My Guest,極,極,バ,地,極,極,地,極,極,極・極・バ｜地・極・極｜地・極・極
2015110100,ツブラナヒトミ,More Than Ready,Mizzen Mast,Homme de Loi,極,地,極,極,極,極,地,極,極,極・地・極｜極・極・極｜地・極・極
2016101792,ペプチドフシチョウ,ルーラーシップ,クロフネ,サンデーサイレンス,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2014102096,メイショウナンプウ,ネオユニヴァース,ジェイドロバリー,ベルマン,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2015104851,モンツァ,ロードカナロア,ファルブラヴ,サンデーサイレンス,地,地,地,地,極,地,極,極,極,地・地・地｜地・極・地｜極・極・極
2014105221,アスカノハヤテ,サマーバード,キングカメハメハ,タイキシャトル,バ,地,極,極,地,地,極,極,極,バ・地・極｜極・地・地｜極・極・極
2013105872,アーバンキッド,ハーツクライ,Swain,Nureyev,極,極,地,極,極,極,地,極,極,極・極・地｜極・極・極｜地・極・極
2013102770,ショウナンタイザン,マンハッタンカフェ,Rock of Gibraltar,Diesis,極,極,地,地,地,極,地,地,極,極・極・地｜地・地・極｜地・地・極
2015106504,ゴールドムーン,パイロ,Mark of Esteem,Top Ville,バ,極,極,バ,極,極,バ,極,極,バ・極・極｜バ・極・極｜バ・極・極
2017104339,グラニュエル,クロフネ,トニービン,サンデーサイレンス,地,極,極,極,極,極,極,極,極,地・極・極｜極・極・極｜極・極・極
2017105771,プラチナカフェ,ゴールドシップ,メイショウサムソン,Vettori,地,極,地,地,バ,極,極,極,極,地・極・地｜地・バ・極｜極・極・極
2017102433,メイショウモクレン,ゴールドアリュール,Lemon Drop Kid,Mi Cielo,極,極,地,極,地,地,極,極,極,極・極・地｜極・地・地｜極・極・極
2017100894,リングアップ,スマートファルコン,アルカセット,タイキシャトル,地,地,極,極,地,地,極,極,極,地・地・極｜極・地・地｜極・極・極
2017103124,ヤマニンスープル,シビルウォー,フオテイテン,カツラギエース,地,地,極,地,地,極,極,極,極,地・地・極｜地・地・極｜極・極・極
2017100654,プリンスオブジオン,エイシンフラッシュ,スパイキュール,ジェネラス,地,地,地,極,極,地,バ,極,極,地・地・地｜極・極・地｜バ・極・極
2017103191,フレアリボン,スウェプトオーヴァーボード,ブライアンズタイム,シエルシユールドール,地,地,地,極,極,地,地,極,極,地・地・地｜極・極・地｜地・極・極
2017101595,キタノアティクス,エイシンフラッシュ,アグネスタキオン,Seattle Song,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2017102465,カズモンレアーレ,キンシャサノキセキ,タニノギムレット,アグネスタキオン,地,極,極,極,地,極,極,極,地,地・極・極｜極・地・極｜極・極・地
2013101959,マイネルアトゥー,ステイゴールド,カコイーシーズ,アサティス,極,極,極,極,極,極,地,極,地,極・極・極｜極・極・極｜地・極・地
2015101070,プラチナアッシュ,エイシンフラッシュ,マンハッタンカフェ,トニービン,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2017100533,シゲルカロン,ストロングリターン,アドマイヤムーン,タヤスツヨシ,極,地,バ,地,地,地,極,極,極,極・地・バ｜地・地・地｜極・極・極
2017101338,ペイシャオータム,フリオーソ,ダンスインザダーク,ティンバーカントリー,極,地,極,極,極,極,極,極,地,極・地・極｜極・極・極｜極・極・地
2017104803,ドノスティア,ベルシャザール,Gone West,Seattle Song,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2017106277,ラインプレジャー,モンテロッソ,フジキセキ,Meadowlake,地,バ,バ,極,極,極,極,極,バ,地・バ・バ｜極・極・極｜極・極・バ
2017103529,ワールドウィスラー,ワールドエース,タヤスツヨシ,Caerleon,地,バ,極,極,極,極,地,極,極,地・バ・極｜極・極・極｜地・極・極
2017100044,ジチュダケテソーロ,モンテロッソ,A.P. Indy,Danehill,地,バ,バ,極,極,極,地,バ,地,地・バ・バ｜極・極・極｜地・バ・地
2017105224,キングダムウイナー,ディープインパクト,Mutakddim,Southern Halo,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2017101762,ユイノリオン,ハービンジャー,ディープインパクト,Boundary,地,地,地,極,極,地,地,バ,極,地・地・地｜極・極・地｜地・バ・極
2017106373,メイショウコホク,ダイワメジャー,Kris S.,Forty Niner,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2017102619,ビップシンドウ,ロードカナロア,ジャングルポケット,サンデーサイレンス,地,地,地,極,地,極,極,極,極,地・地・地｜極・地・極｜極・極・極
2017105659,ショウナンワンガン,エピファネイア,ディープインパクト,Fire Maker,極,地,バ,極,極,地,地,地,バ,極・地・バ｜極・極・地｜地・地・バ
2017106398,トリッキーカフェ,ワークフォース,ステイゴールド,Vettori,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2017103081,サフランハーモニー,グラスワンダー,アドマイヤボス,トウカイテイオー,極,バ,極,極,極,地,極,地,極,極・バ・極｜極・極・地｜極・地・極
2017100413,サンライズスマイル,ジャスタウェイ,キングカメハメハ,Roberto,地,地,バ,極,地,地,極,極,極,地・地・バ｜極・地・地｜極・極・極
2017109008,ワークアウト,ウインバリアシオン,Danehill Dancer,Desert Wine,地,地,バ,地,地,地,極,極,極,地・地・バ｜地・地・地｜極・極・極
2017105869,シンゼンビクトリー,キングカメハメハ,ジャングルポケット,サンデーサイレンス,極,地,地,極,地,極,極,極,極,極・地・地｜極・地・極｜極・極・極
2016101630,ミキノモンテカルロ,シニスターミニスター,ディアブロ,ソヴィエトスター,バ,極,地,極,極,極,地,地,極,バ・極・地｜極・極・極｜地・地・極
2015105470,シークエル,クロフネ,フジキセキ,ティンバーカントリー,地,極,極,極,極,極,極,極,地,地・極・極｜極・極・極｜極・極・地
2016101146,リトルエイト,ロードカナロア,Forest Wildcat,Rahy,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2014105398,デルマオフクロサン,ホワイトマズル,フレンチデピュティ,サンデーサイレンス,バ,極,地,バ,極,極,極,極,極,バ・極・地｜バ・極・極｜極・極・極
2016102790,グランミューク,カジノドライヴ,アグネスタキオン,ドクターデヴィアス,バ,極,極,極,極,地,極,極,極,バ・極・極｜極・極・地｜極・極・極
2015100863,セルリアンユウガ,ジャングルポケット,グラスワンダー,ヘクタープロテクター,極,地,極,極,バ,極,極,極,極,極・地・極｜極・バ・極｜極・極・極
2014104402,マッタナシ,サムライハート,ビゼンニシキ,ゼダーン,極,極,地,極,極,極,極,極,極,極・極・地｜極・極・極｜極・極・極
2016103087,タイセイシャトル,ダイワメジャー,Deputy Minister,Runaway Groom,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2014100647,エンパイアカラー,エンパイアメーカー,ダンシングブレーヴ,ダンサーズイメージ,極,極,極,地,極,極,極,極,極,極・極・極｜地・極・極｜極・極・極
2015103562,ハギノアグレッシブ,クロフネ,キングカメハメハ,ダンスインザダーク,地,極,極,極,地,地,極,極,極,地・極・極｜極・地・地｜極・極・極
2016105172,ダノングリスター,ロードカナロア,クロフネ,サンデーサイレンス,地,地,地,地,極,極,極,極,極,地・地・地｜地・極・極｜極・極・極
2017106153,エンデュミオン,ヴィクトワールピサ,ブライアンズタイム,Machiavellian,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2017105231,ピュアカラー,ワールドエース,ダンスインザダーク,Kris S.,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2017110144,ロータスランド,Point of Entry,Scat Daddy,Kris S.,極,地,地,地,極,極,極,極,極,極・地・地｜地・極・極｜極・極・極
2017105308,フェアリーグルーヴ,フェノーメノ,キングカメハメハ,サンデーサイレンス,地,極,地,極,地,地,極,極,極,地・極・地｜極・地・地｜極・極・極
2017100795,シングンバズーカ,シングンオペラ,ディープインパクト,Point Given,地,バ,極,極,極,地,地,地,地,地・バ・極｜極・極・地｜地・地・地
2017105202,ドナキアーロ,ディープブリランテ,Purge,Roanoke,地,バ,極,バ,極,極,地,極,極,地・バ・極｜バ・極・極｜地・極・極
2017100478,フィニステール,キングカメハメハ,ディープインパクト,ロドリゴデトリアーノ,極,地,地,極,極,地,地,極,極,極・地・地｜極・極・地｜地・極・極
2017101322,ヒルノエドワード,ルーラーシップ,ネオユニヴァース,Silver Hawk,地,地,地,極,極,地,極,極,極,地・地・地｜極・極・地｜極・極・極
2016104751,ブラックダンサー,ブラックタイド,Giant's Causeway,Grape Tree Road,極,極,地,地,極,極,バ,極,極,極・極・地｜地・極・極｜バ・極・極
2014104846,ガーシュウィン,アドマイヤマックス,サクラバクシンオー,リズム,極,極,地,地,極,極,極,極,極,極・極・地｜地・極・極｜極・極・極
2015102479,レジーナファースト,キンシャサノキセキ,Storm Cat,Broad Brush,地,極,極,地,極,極,極,極,極,地・極・極｜地・極・極｜極・極・極
2014100786,ドウディ,コンデュイット,ダンスインザダーク,Storm Cat,地,極,極,極,極,極,地,極,極,地・極・極｜極・極・極｜地・極・極
2014110111,ズアー,The Factor,Eddington,Arch,地,地,地,極,極,極,極,極,バ,地・地・地｜極・極・極｜極・極・バ
2015104053,マッスルマサムネ,ヘニーヒューズ,フジキセキ,Afleet,地,バ,極,極,極,極,極,極,極,地・バ・極｜極・極・極｜極・極・極
2015102395,ルールダーマ,ヴィクトワールピサ,メジロライアン,Smarten,地,地,地,地,極,極,極,極,バ,地・地・地｜地・極・極｜極・極・バ
2015101059,スピアーノ,ヴィクトワールピサ,マイネルラヴ,グルームダンサー,地,地,地,極,極,極,極,極,極,地・地・地｜極・極・極｜極・極・極
2016102904,ボンベール,ブラックタイド,ワイルドラッシュ,アレミロード,極,極,地,バ,地,極,極,極,極,極・極・地｜バ・地・極｜極・極・極
2016104344,カイザースクルーン,ルーラーシップ,ステイゴールド,クロフネ,地,地,地,極,極,極,地,極,極,地・地・地｜極・極・極｜地・極・極
2017105812,チャーミングポポ,タイキシャトル,エリシオ,サンデーサイレンス,極,極,極,地,極,極,極,極,極,極・極・極｜地・極・極｜極・極・極
2017104344,クイーンカピオラニ,オルフェーヴル,Giant's Causeway,Numerous,地,極,地,地,極,極,極,極,極,地・極・地｜地・極・極｜極・極・極
